sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"TK1","Approved symbol","TK1","thymidine kinase 1","HGNC:11830","17q25.3"
"LAGE3","Approved symbol","LAGE3","L antigen family member 3","HGNC:26058","Xq28"
"EXOSC4","Approved symbol","EXOSC4","exosome component 4","HGNC:18189","8q24.3"
"HELLS","Approved symbol","HELLS","helicase, lymphoid specific","HGNC:4861","10q23.33"
"KIFC2","Approved symbol","KIFC2","kinesin family member C2","HGNC:29530","8q24.3"
"RECQL4","Approved symbol","RECQL4","RecQ like helicase 4","HGNC:9949","8q24.3"
"KIF3C","Approved symbol","KIF3C","kinesin family member 3C","HGNC:6321","2p23.3"
"LOC388796","Unmatched","","","",""
"MCM8","Approved symbol","MCM8","minichromosome maintenance 8 homologous recombination repair factor","HGNC:16147","20p12.3"
"TMEM132A","Approved symbol","TMEM132A","transmembrane protein 132A","HGNC:31092","11q12.2"
"NUSAP1","Approved symbol","NUSAP1","nucleolar and spindle associated protein 1","HGNC:18538","15q14"
"PYCRL","Previous symbol","PYCR3","pyrroline-5-carboxylate reductase 3","HGNC:25846","8q24.3"
"APBB1","Approved symbol","APBB1","amyloid beta precursor protein binding family B member 1","HGNC:581","11p15.4"
"FADS1","Approved symbol","FADS1","fatty acid desaturase 1","HGNC:3574","11q12.2"
"CRYZ","Approved symbol","CRYZ","crystallin zeta","HGNC:2419","1p31.1"
"RAD54B","Approved symbol","RAD54B","RAD54 homolog B","HGNC:17228","8q22.1"
"NEK2","Approved symbol","NEK2","NIMA related kinase 2","HGNC:7745","1q32.3"
"DBNDD1","Approved symbol","DBNDD1","dysbindin domain containing 1","HGNC:28455","16q24.3"
"TDRKH","Approved symbol","TDRKH","tudor and KH domain containing","HGNC:11713","1q21.3"
"TGIF2","Approved symbol","TGIF2","TGFB induced factor homeobox 2","HGNC:15764","20q11.23"
"C12orf48","Previous symbol","PARPBP","PARP1 binding protein","HGNC:26074","12q23.2"
"WDHD1","Approved symbol","WDHD1","WD repeat and HMG-box DNA binding protein 1","HGNC:23170","14q22.2-q22.3"
"FGD1","Approved symbol","FGD1","FYVE, RhoGEF and PH domain containing 1","HGNC:3663","Xp11.22"
"HMGB2","Approved symbol","HMGB2","high mobility group box 2","HGNC:5000","4q34.1"
"LRFN4","Approved symbol","LRFN4","leucine rich repeat and fibronectin type III domain containing 4","HGNC:28456","11q13.2"
"ASF1B","Approved symbol","ASF1B","anti-silencing function 1B histone chaperone","HGNC:20996","19p13.12"
"SNHG8","Approved symbol","SNHG8","small nucleolar RNA host gene 8","HGNC:33098","4q26"
"GSTM4","Approved symbol","GSTM4","glutathione S-transferase mu 4","HGNC:4636","1p13.3"
"PLK4","Approved symbol","PLK4","polo like kinase 4","HGNC:11397","4q28.1"
"JRK","Approved symbol","JRK","Jrk helix-turn-helix protein","HGNC:6199","8q24.3"
"GTF2IRD2P1","Approved symbol","GTF2IRD2P1","GTF2I repeat domain containing 2 pseudogene 1","HGNC:33127","7q11.23"
"PDCD4","Approved symbol","PDCD4","programmed cell death 4","HGNC:8763","10q25.2"
"LMNB1","Approved symbol","LMNB1","lamin B1","HGNC:6637","5q23.2"
"C9orf140","Previous symbol","SAPCD2","suppressor APC domain containing 2","HGNC:28055","9q34.3"
"DCAF13","Approved symbol","DCAF13","DDB1 and CUL4 associated factor 13","HGNC:24535","8q22.3"
"ZNF219","Approved symbol","ZNF219","zinc finger protein 219","HGNC:13011","14q11"
"GPRIN1","Approved symbol","GPRIN1","G protein regulated inducer of neurite outgrowth 1","HGNC:24835","5q35.2"
"TXNIP","Approved symbol","TXNIP","thioredoxin interacting protein","HGNC:16952","1q21.1"
"ARHGAP11A","Approved symbol","ARHGAP11A","Rho GTPase activating protein 11A","HGNC:15783","15q13.3"
"GATM","Approved symbol","GATM","glycine amidinotransferase","HGNC:4175","15q21.1"
"MFSD3","Approved symbol","MFSD3","major facilitator superfamily domain containing 3","HGNC:25157","8q24.3"
"HTATIP2","Approved symbol","HTATIP2","HIV-1 Tat interactive protein 2","HGNC:16637","11p15.1"
"SPIN4","Approved symbol","SPIN4","spindlin family member 4","HGNC:27040","Xq11.1"
"PLCXD1","Approved symbol","PLCXD1","phosphatidylinositol specific phospholipase C X domain containing 1","HGNC:23148","Xp22.33 and Yp11.32"
"AURKA","Approved symbol","AURKA","aurora kinase A","HGNC:11393","20q13.2"
"NFKBIL2","Previous symbol","TONSL","tonsoku like, DNA repair protein","HGNC:7801","8q24.3"
"CENPE","Approved symbol","CENPE","centromere protein E","HGNC:1856","4q24"
"SIAE","Approved symbol","SIAE","sialic acid acetylesterase","HGNC:18187","11q24.2"
"PRC1","Approved symbol","PRC1","protein regulator of cytokinesis 1","HGNC:9341","15q26.1"
"LOC80154","Unmatched","","","",""
"NRBP2","Approved symbol","NRBP2","nuclear receptor binding protein 2","HGNC:19339","8q24.3"
"SGOL2","Previous symbol","SGO2","shugoshin 2","HGNC:30812","2q33.1"
"GPR172A","Previous symbol","SLC52A2","solute carrier family 52 member 2","HGNC:30224","8q24.3"
"MTHFR","Approved symbol","MTHFR","methylenetetrahydrofolate reductase","HGNC:7436","1p36.22"
"KPNA2","Approved symbol","KPNA2","karyopherin subunit alpha 2","HGNC:6395","17q24.2"
"MTBP","Approved symbol","MTBP","MDM2 binding protein","HGNC:7417","8q24.12"
"NFIA","Approved symbol","NFIA","nuclear factor I A","HGNC:7784","1p31.3"
"E2F1","Approved symbol","E2F1","E2F transcription factor 1","HGNC:3113","20q11.22"
"MTERFD1","Previous symbol","MTERF3","mitochondrial transcription termination factor 3","HGNC:24258","8q22.1"
"MDK","Approved symbol","MDK","midkine","HGNC:6972","11p11.2"
"NTN4","Approved symbol","NTN4","netrin 4","HGNC:13658","12q22"
"NTN4","Alias symbol","MLF2","myeloid leukemia factor 2","HGNC:7126","12p13.31"
"NEURL1B","Approved symbol","NEURL1B","neuralized E3 ubiquitin protein ligase 1B","HGNC:35422","5q35.1"
"SMC4","Approved symbol","SMC4","structural maintenance of chromosomes 4","HGNC:14013","3q25.33"
"GINS1","Approved symbol","GINS1","GINS complex subunit 1","HGNC:28980","20p11.21"
"NCAPG2","Approved symbol","NCAPG2","non-SMC condensin II complex subunit G2","HGNC:21904","7q36.3"
"STOM","Approved symbol","STOM","stomatin","HGNC:3383","9q33.2"
"LOC388152","Unmatched","","","",""
"PNP","Approved symbol","PNP","purine nucleoside phosphorylase","HGNC:7892","14q11.2"
"PNP","Alias symbol","PPY","pancreatic polypeptide","HGNC:9327","17q21.31"
"KIF11","Approved symbol","KIF11","kinesin family member 11","HGNC:6388","10q23.33"
"FAM111B","Approved symbol","FAM111B","FAM111 trypsin like peptidase B","HGNC:24200","11q12.1"
"PSPH","Approved symbol","PSPH","phosphoserine phosphatase","HGNC:9577","7p11.2"
"PCM1","Approved symbol","PCM1","pericentriolar material 1","HGNC:8727","8p22"
"PCM1","Alias symbol","MBD1","methyl-CpG binding domain protein 1","HGNC:6916","18q21.1"
"GOLM1","Approved symbol","GOLM1","golgi membrane protein 1","HGNC:15451","9q21.33"
"TACC3","Approved symbol","TACC3","transforming acidic coiled-coil containing protein 3","HGNC:11524","4p16.3"
"HN1","Previous symbol","JPT1","Jupiter microtubule associated homolog 1","HGNC:14569","17q25.1"
"H2AFX","Previous symbol","H2AX","H2A.X variant histone","HGNC:4739","11q23.3"
"DHCR7","Approved symbol","DHCR7","7-dehydrocholesterol reductase","HGNC:2860","11q13.4"
"KIF23","Approved symbol","KIF23","kinesin family member 23","HGNC:6392","15q23"
"KIAA1524","Previous symbol","CIP2A","cellular inhibitor of PP2A","HGNC:29302","3q13.13"
"NUDCD1","Approved symbol","NUDCD1","NudC domain containing 1","HGNC:24306","8q23.1"
"SLC25A19","Approved symbol","SLC25A19","solute carrier family 25 member 19","HGNC:14409","17q25.1"
"LY6E","Approved symbol","LY6E","lymphocyte antigen 6 family member E","HGNC:6727","8q24.3"
"ARHGEF19","Approved symbol","ARHGEF19","Rho guanine nucleotide exchange factor 19","HGNC:26604","1p36.13"
"LOC642846","Unmatched","","","",""
"CDC25B","Approved symbol","CDC25B","cell division cycle 25B","HGNC:1726","20p13"
"MST4","Alias symbol","STK26","serine/threonine kinase 26","HGNC:18174","Xq26.2"
"NCAPH","Approved symbol","NCAPH","non-SMC condensin I complex subunit H","HGNC:1112","2q11.2"
"MCM4","Approved symbol","MCM4","minichromosome maintenance complex component 4","HGNC:6947","8q11.21"
"CDK1","Approved symbol","CDK1","cyclin dependent kinase 1","HGNC:1722","10q21.2"
"SLC2A1","Approved symbol","SLC2A1","solute carrier family 2 member 1","HGNC:11005","1p34.2"
"SEC14L2","Approved symbol","SEC14L2","SEC14 like lipid binding 2","HGNC:10699","22q12.2"
"MAD2L1","Approved symbol","MAD2L1","mitotic arrest deficient 2 like 1","HGNC:6763","4q27"
"FEN1","Approved symbol","FEN1","flap structure-specific endonuclease 1","HGNC:3650","11q12.2"
"FUZ","Approved symbol","FUZ","fuzzy planar cell polarity protein","HGNC:26219","19q13.33"
"ASPM","Approved symbol","ASPM","assembly factor for spindle microtubules","HGNC:19048","1q31.3"
"QDPR","Approved symbol","QDPR","quinoid dihydropteridine reductase","HGNC:9752","4p15.32"
"FBXO5","Approved symbol","FBXO5","F-box protein 5","HGNC:13584","6q25.2"
"NCRNA00219","Previous symbol","EPB41L4A-AS1","EPB41L4A antisense RNA 1","HGNC:30749","5q22.1"
"EPCAM","Approved symbol","EPCAM","epithelial cell adhesion molecule","HGNC:11529","2p21"
"TRIP13","Approved symbol","TRIP13","thyroid hormone receptor interactor 13","HGNC:12307","5p15.33"
"HSPA2","Approved symbol","HSPA2","heat shock protein family A (Hsp70) member 2","HGNC:5235","14q23.3"
"CDCA5","Approved symbol","CDCA5","cell division cycle associated 5","HGNC:14626","11q13.1"
"RTKN2","Approved symbol","RTKN2","rhotekin 2","HGNC:19364","10q21.2"
"PSIP1","Approved symbol","PSIP1","PC4 and SRSF1 interacting protein 1","HGNC:9527","9p22.3"
"SNHG1","Approved symbol","SNHG1","small nucleolar RNA host gene 1","HGNC:32688","11q12.3"
"CABLES2","Approved symbol","CABLES2","Cdk5 and Abl enzyme substrate 2","HGNC:16143","20q13.33"
"RNF24","Approved symbol","RNF24","ring finger protein 24","HGNC:13779","20p13"
"NCAPG","Approved symbol","NCAPG","non-SMC condensin I complex subunit G","HGNC:24304","4p15.31"
"FADS2","Approved symbol","FADS2","fatty acid desaturase 2","HGNC:3575","11q12.2"
"GINS3","Approved symbol","GINS3","GINS complex subunit 3","HGNC:25851","16q21"
"TFAP2C","Approved symbol","TFAP2C","transcription factor AP-2 gamma","HGNC:11744","20q13.31"
"EIF4EBP1","Approved symbol","EIF4EBP1","eukaryotic translation initiation factor 4E binding protein 1","HGNC:3288","8p11.23"
"KIF20A","Approved symbol","KIF20A","kinesin family member 20A","HGNC:9787","5q31.2"
"HMGB3","Approved symbol","HMGB3","high mobility group box 3","HGNC:5004","Xq28"
"C11orf82","Previous symbol","DDIAS","DNA damage induced apoptosis suppressor","HGNC:26351","11q14.1"
"SLC46A3","Approved symbol","SLC46A3","solute carrier family 46 member 3","HGNC:27501","13q12.3"
"BOP1","Approved symbol","BOP1","BOP1 ribosomal biogenesis factor","HGNC:15519","8q24.3"
"MCM2","Approved symbol","MCM2","minichromosome maintenance complex component 2","HGNC:6944","3q21.3"
"MCM2","Previous symbol","MCM7","minichromosome maintenance complex component 7","HGNC:6950","7q22.1"
"TCF19","Approved symbol","TCF19","transcription factor 19","HGNC:11629","6p21.33"
"BUB1","Approved symbol","BUB1","BUB1 mitotic checkpoint serine/threonine kinase","HGNC:1148","2q13"
"GINS4","Approved symbol","GINS4","GINS complex subunit 4","HGNC:28226","8p11.21"
"GPR56","Previous symbol","ADGRG1","adhesion G protein-coupled receptor G1","HGNC:4512","16q21"
"CENPO","Approved symbol","CENPO","centromere protein O","HGNC:28152","2p23.3"
"CBX7","Approved symbol","CBX7","chromobox 7","HGNC:1557","22q13.1"
"YPEL3","Approved symbol","YPEL3","yippee like 3","HGNC:18327","16p11.2"
"DUSP4","Approved symbol","DUSP4","dual specificity phosphatase 4","HGNC:3070","8p12"
"CKS2","Approved symbol","CKS2","CDC28 protein kinase regulatory subunit 2","HGNC:2000","9q22.2"
"DIXDC1","Approved symbol","DIXDC1","DIX domain containing 1","HGNC:23695","11q23.1"
"MVD","Approved symbol","MVD","mevalonate diphosphate decarboxylase","HGNC:7529","16q24.2"
"TSTD1","Approved symbol","TSTD1","thiosulfate sulfurtransferase like domain containing 1","HGNC:35410","1q23.3"
"ARSD","Approved symbol","ARSD","arylsulfatase D","HGNC:717","Xp22.33"
"NICN1","Approved symbol","NICN1","nicolin 1, tubulin polyglutamylase complex subunit","HGNC:18317","3p21.31"
"SLC7A1","Approved symbol","SLC7A1","solute carrier family 7 member 1","HGNC:11057","13q12.3"
"C9orf100","Previous symbol","ARHGEF39","Rho guanine nucleotide exchange factor 39","HGNC:25909","9p13.3"
"GMNN","Approved symbol","GMNN","geminin DNA replication inhibitor","HGNC:17493","6p22.3"
"CHAF1B","Approved symbol","CHAF1B","chromatin assembly factor 1 subunit B","HGNC:1911","21q22.12-q22.13"
"CCNA2","Approved symbol","CCNA2","cyclin A2","HGNC:1578","4q27"
"DSCC1","Approved symbol","DSCC1","DNA replication and sister chromatid cohesion 1","HGNC:24453","8q24.12"
"KIFC1","Approved symbol","KIFC1","kinesin family member C1","HGNC:6389","6p21.32"
"CYBRD1","Approved symbol","CYBRD1","cytochrome b reductase 1","HGNC:20797","2q31.1"
"SCRN2","Approved symbol","SCRN2","secernin 2","HGNC:30381","17q21.32"
"EIF4EBP3","Approved symbol","EIF4EBP3","eukaryotic translation initiation factor 4E binding protein 3","HGNC:3290","5q31.3"
"PABPC3","Approved symbol","PABPC3","poly(A) binding protein cytoplasmic 3","HGNC:8556","13q12.13"
"RAD51AP1","Approved symbol","RAD51AP1","RAD51 associated protein 1","HGNC:16956","12p13.32"
"CDC7","Approved symbol","CDC7","cell division cycle 7","HGNC:1745","1p22.1"
"CCNB2","Approved symbol","CCNB2","cyclin B2","HGNC:1580","15q22.2"
"AIF1L","Approved symbol","AIF1L","allograft inflammatory factor 1 like","HGNC:28904","9q34.12-q34.13"
"CDT1","Approved symbol","CDT1","chromatin licensing and DNA replication factor 1","HGNC:24576","16q24.3"
"UBE2S","Approved symbol","UBE2S","ubiquitin conjugating enzyme E2 S","HGNC:17895","19q13.42"
"OXCT1","Approved symbol","OXCT1","3-oxoacid CoA-transferase 1","HGNC:8527","5p13.1"
"PARP3","Approved symbol","PARP3","poly(ADP-ribose) polymerase family member 3","HGNC:273","3p21.2"
"TPX2","Approved symbol","TPX2","TPX2 microtubule nucleation factor","HGNC:1249","20q11.21"
"TNFSF13","Approved symbol","TNFSF13","TNF superfamily member 13","HGNC:11928","17p13.1"
"FOXM1","Approved symbol","FOXM1","forkhead box M1","HGNC:3818","12p13.33"
"CHML","Approved symbol","CHML","CHM like Rab escort protein","HGNC:1941","1q43"
"C6orf167","Previous symbol","MMS22L","MMS22 like, DNA repair protein","HGNC:21475","6q16.1"
"SH3BP4","Approved symbol","SH3BP4","SH3 domain binding protein 4","HGNC:10826","2q37.2"
"POP1","Approved symbol","POP1","POP1 homolog, ribonuclease P/MRP subunit","HGNC:30129","8q22.2"
"POP1","Alias symbol","BVES","blood vessel epicardial substance","HGNC:1152","6q21"
"POP1","Alias symbol","PYDC1","pyrin domain containing 1","HGNC:30261","16p11.2"
"EZH2","Approved symbol","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit","HGNC:3527","7q36.1"
"FDXACB1","Approved symbol","FDXACB1","ferredoxin-fold anticodon binding domain containing 1","HGNC:25110","11q23.1"
"RHBDF2","Approved symbol","RHBDF2","rhomboid 5 homolog 2","HGNC:20788","17q25.1"
"PABPC1","Approved symbol","PABPC1","poly(A) binding protein cytoplasmic 1","HGNC:8554","8q22.3"
"STARD13","Approved symbol","STARD13","StAR related lipid transfer domain containing 13","HGNC:19164","13q13.1"
"SH3BGRL","Approved symbol","SH3BGRL","SH3 domain binding glutamate rich protein like","HGNC:10823","Xq21.1"
"LIN9","Approved symbol","LIN9","lin-9 DREAM MuvB core complex component","HGNC:30830","1q42.12"
"C1orf21","Approved symbol","C1orf21","chromosome 1 open reading frame 21","HGNC:15494","1q25.3"
"GATSL3","Previous symbol","CASTOR1","cytosolic arginine sensor for mTORC1 subunit 1","HGNC:34423","22q12.2"
"STIL","Approved symbol","STIL","STIL centriolar assembly protein","HGNC:10879","1p33"
"C14orf159","Previous symbol","DGLUCY","D-glutamate cyclase","HGNC:20498","14q32.11"
"DBF4","Approved symbol","DBF4","DBF4 zinc finger","HGNC:17364","7q21.12"
"DEPDC6","Previous symbol","DEPTOR","DEP domain containing MTOR interacting protein","HGNC:22953","8q24.12"
"TMEM65","Approved symbol","TMEM65","transmembrane protein 65","HGNC:25203","8q24.13"
"CTSF","Approved symbol","CTSF","cathepsin F","HGNC:2531","11q13.2"
"PSRC1","Approved symbol","PSRC1","proline and serine rich coiled-coil 1","HGNC:24472","1p13.3"
"GPSM2","Approved symbol","GPSM2","G protein signaling modulator 2","HGNC:29501","1p13.3"
"DONSON","Approved symbol","DONSON","DNA replication fork stabilization factor DONSON","HGNC:2993","21q22.11"
"TTK","Approved symbol","TTK","TTK protein kinase","HGNC:12401","6q14.1"
"SMOC2","Approved symbol","SMOC2","SPARC related modular calcium binding 2","HGNC:20323","6q27"
"GSTM3","Approved symbol","GSTM3","glutathione S-transferase mu 3","HGNC:4635","1p13.3"
"CLCN5","Approved symbol","CLCN5","chloride voltage-gated channel 5","HGNC:2023","Xp11.23"
"FAM176B","Previous symbol","EVA1B","eva-1 homolog B","HGNC:25558","1p34.3"
"MCM6","Approved symbol","MCM6","minichromosome maintenance complex component 6","HGNC:6949","2q21.3"
"EIF2C2","Previous symbol","AGO2","argonaute RISC catalytic component 2","HGNC:3263","8q24.3"
"SLC7A5","Approved symbol","SLC7A5","solute carrier family 7 member 5","HGNC:11063","16q24.2"
"SNORA8","Approved symbol","SNORA8","small nucleolar RNA, H/ACA box 8","HGNC:32596","11q21"
"MTUS1","Approved symbol","MTUS1","microtubule associated scaffold protein 1","HGNC:29789","8p22"
"IFITM2","Approved symbol","IFITM2","interferon induced transmembrane protein 2","HGNC:5413","11p15.5"
"C17orf108","Previous symbol","LYRM9","LYR motif containing 9","HGNC:27314","17q11.2"
"KIF13B","Approved symbol","KIF13B","kinesin family member 13B","HGNC:14405","8p12"
"CKS1B","Approved symbol","CKS1B","CDC28 protein kinase regulatory subunit 1B","HGNC:19083","1q21.3"
"CHEK1","Approved symbol","CHEK1","checkpoint kinase 1","HGNC:1925","11q24.2"
"FANCE","Approved symbol","FANCE","FA complementation group E","HGNC:3586","6p21.31"
"CDCA8","Approved symbol","CDCA8","cell division cycle associated 8","HGNC:14629","1p34.3"
"LAMB2","Approved symbol","LAMB2","laminin subunit beta 2","HGNC:6487","3p21.31"
"LAMB2","Previous symbol","LAMC1","laminin subunit gamma 1","HGNC:6492","1q25.3"
"CHEK2","Approved symbol","CHEK2","checkpoint kinase 2","HGNC:16627","22q12.1"
"MCM7","Approved symbol","MCM7","minichromosome maintenance complex component 7","HGNC:6950","7q22.1"
"GPT2","Approved symbol","GPT2","glutamic--pyruvic transaminase 2","HGNC:18062","16q11.2"
"CENPN","Approved symbol","CENPN","centromere protein N","HGNC:30873","16q23.2"
"SLC22A23","Approved symbol","SLC22A23","solute carrier family 22 member 23","HGNC:21106","6p25.2"
"ASNS","Approved symbol","ASNS","asparagine synthetase (glutamine-hydrolyzing)","HGNC:753","7q21.3"
"UBL3","Approved symbol","UBL3","ubiquitin like 3","HGNC:12504","13q12.3"
"C5orf45","Previous symbol","MRNIP","MRN complex interacting protein","HGNC:30817","5q35.3"
"C16orf61","Previous symbol","CMC2","C-X9-C motif containing 2","HGNC:24447","16q23.2"
"SKP2","Approved symbol","SKP2","S-phase kinase associated protein 2","HGNC:10901","5p13.2"
